"id","mapping_id","rxn_id","rxn_description","reactants_stoichiometry_tracked","products_stoichiometry_tracked","reactants_ids_tracked","products_ids_tracked","reactants_mapping","products_mapping","rxn_equation","used_","comment_","reactants_elements_tracked","products_elements_tracked","reactants_positions_tracked","products_positions_tracked"
1489,"full01","NTD5","5'-nucleotidase (dTMP)","{-1}","{1}","{dtmp_c}","{thymd_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1490,"full01","NTD6","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1491,"full01","NTD6","5'-nucleotidase (dAMP)","{-1}","{}","{damp_c}","{}","{abcdefghij}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[]"
1495,"full01","NTD8","5'-nucleotidase (dGMP)","{-1}","{1}","{dgmp_c}","{dgsn_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1496,"full01","NTD9","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1497,"full01","NTD9","5'-nucleotidase (GMP)","{-1}","{1}","{gmp_c}","{gsn_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1498,"full01","NTP1","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1499,"full01","NTP1","nucleoside-triphosphatase (ATP)","{-1}","{1}","{atp_c}","{adp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1500,"full01","NTP10","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1501,"full01","NTP10","nucleoside-triphosphatase (ITP)","{-1}","{1}","{itp_c}","{idp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1502,"full01","NTP11","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1503,"full01","NTP11","nucleoside-triphosphatase (dITP)","{-1}","{1}","{ditp_c}","{didp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1504,"full01","NTP12","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1505,"full01","NTP12","nucleoside-triphosphatase (XTP)","{-1}","{1}","{xtp_c}","{xdp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1506,"full01","NTP3","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1507,"full01","NTP3","nucleoside-triphosphatase (GTP)","{-1}","{1}","{gtp_c}","{gdp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1508,"full01","NTP5","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1509,"full01","NTP5","nucleoside-triphosphatase (CTP)","{-1}","{1}","{ctp_c}","{cdp_c}","{abcdefghi}","{abcdefghi}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]"
1510,"full01","NTPP1","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1511,"full01","NTPP1","Nucleoside triphosphate pyrophosphorylase (dgtp)","{-1}","{1}","{dgtp_c}","{dgmp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1512,"full01","NTPP10","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1513,"full01","NTPP10","Nucleoside triphosphate pyrophosphorylase (ditp)","{-1}","{1}","{ditp_c}","{dimp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1514,"full01","NTPP11","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1652,"full01","URIK2","uridine kinase (GTP:Uridine)","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1515,"full01","NTPP11","Nucleoside triphosphate pyrophosphorylase (xtp)","{-1}","{1}","{xtp_c}","{xmp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1516,"full01","NTPP2","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1517,"full01","NTPP2","Nucleoside triphosphate pyrophosphorylase (gtp)","{-1}","{1}","{gtp_c}","{gmp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1518,"full01","NTPP3","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1519,"full01","NTPP3","Nucleoside triphosphate pyrophosphorylase (dctp)","{-1}","{1}","{dctp_c}","{dcmp_c}","{abcdefghi}","{abcdefghi}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]"
1520,"full01","NTPP4","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1521,"full01","NTPP4","Nucleoside triphosphate pyrophosphorylase (ctp)","{-1}","{1}","{ctp_c}","{cmp_c}","{abcdefghi}","{abcdefghi}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]"
1522,"full01","NTPP5","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1523,"full01","NTPP5","Nucleoside triphosphate pyrophosphorylase (datp)","{-1}","{1}","{datp_c}","{damp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1524,"full01","NTPP7","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1525,"full01","NTPP7","Nucleoside triphosphate pyrophosphorylase (dttp)","{-1}","{1}","{dttp_c}","{dtmp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1526,"full01","NTPP8","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1527,"full01","NTPP8","Nucleoside triphosphate pyrophosphorylase (utp)","{-1}","{1}","{utp_c}","{ump_c}","{abcdefghi}","{abcdefghi}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]"
1528,"full01","NTPP9","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1529,"full01","NTPP9","Nucleoside triphosphate pyrophosphorylase (itp)","{-1}","{1}","{itp_c}","{imp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1530,"full01","NTPTP1","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1531,"full01","NTPTP1","Nucleoside triphosphate tripolyhydrolase","{-1}","{1}","{dgtp_c}","{dgsn_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1532,"full01","NTPTP2","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1533,"full01","NTPTP2","Nucleoside triphosphate tripolyhydrolase","{-1}","{1}","{gtp_c}","{gsn_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1534,"full01","OAADC","","{-1}","{1,1}","{oaa_c}","{pyr_c,co2_c}","{abcd}","{abc,d}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""], [""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2], [0]]"
1535,"full01","OBTFL","","{-1}","{1,1}","{2obut_c}","{for_c,ppcoa_c}","{abcd}","{a,bcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C""], [""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0], [0, 1, 2]]"
1536,"full01","PDE1","3',5'-cyclic-nucleotide phosphodiesterase","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1537,"full01","PDE1","3',5'-cyclic-nucleotide phosphodiesterase","{-1}","{1}","{camp_c}","{amp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1538,"full01","PDE4","3',5'-cyclic-nucleotide phosphodiesterase","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1539,"full01","PDE4","3',5'-cyclic-nucleotide phosphodiesterase","{-1}","{1}","{35cgmp_c}","{gmp_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1540,"full01","PE160abcpp","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
1541,"full01","PE161abcpp","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
1542,"full01","PE181abcpp","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
1543,"full01","PFK_3","phosphofructokinase (s7p)","{-1}","{1}","{s7p_c}","{s17bp_c}","{abcdefg}","{abcdefg}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]"
1544,"full01","PG160abcpp","","{-1}","{1}","{pg160_c}","{pg160_p}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
1545,"full01","PG161abcpp","","{-1}","{1}","{pg161_c}","{pg161_p}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
1546,"full01","PG181abcpp","","{-1}","{1}","{pg181_c}","{pg181_p}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
1547,"full01","PMANM","","{-1}","{1}","{man1p_c}","{man6p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
1548,"full01","PMANM_reverse","","{-1}","{1}","{man6p_c}","{man1p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
1549,"full01","POR5","pyruvate synthase","{-1,-1}","{1,1}","{coa_c,pyr_c}","{accoa_c,co2_c}","{ABCDEFGHIJKLMNOPQRSTU,abc}","{ABCDEFGHIJKLMNOPQRSTUbc,a}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 1, 2]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], [0]]"
1550,"full01","POR5","pyruvate synthase","{-1}","{1,1}","{pyr_c}","{accoa_c,co2_c}","{abc}","{bc,a}","",f,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C""], [""C""]]","[[0, 1, 2]]","[[0, 1], [0]]"
1551,"full01","POR5_reverse","","{-1,-1}","{1,1}","{accoa_c,co2_c}","{coa_c,pyr_c}","{ABCDEFGHIJKLMNOPQRSTUab,c}","{ABCDEFGHIJKLMNOPQRSTU,cab}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], [0]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 1, 2]]"
1552,"full01","POR5_reverse","","{-1,-1}","{1}","{accoa_c,co2_c}","{pyr_c}","{ab,c}","{cab}","",f,"","[[""C"", ""C""], [""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1], [0]]","[[0, 1, 2]]"
1553,"full01","PPAKr","","{-1}","{1}","{ppap_c}","{ppa_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
1554,"full01","PPAKr_reverse","","{-1}","{1}","{ppa_c}","{ppap_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
1555,"full01","PPCSCT","","{-0.5,-0.5,-1}","{1,1}","{succ_c,succ_c,ppcoa_c}","{ppa_c,succoa_c}","{abcd,dcba,ABCDEFGHIJKLMNOPQRSTUefg}","{efg,ABCDEFGHIJKLMNOPQRSTUabcd}","",t,"","[[""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3], [0, 1, 2, 3], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]]","[[0, 1, 2], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]]"
1556,"full01","PPCSCT","","{-0.5,-0.5,-1}","{1,1}","{succ_c,succ_c,ppcoa_c}","{ppa_c,succoa_c}","{abcd,dcba,efg}","{efg,abcd}","",f,"","[[""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3], [0, 1, 2, 3], [0, 1, 2]]","[[0, 1, 2], [0, 1, 2, 3]]"
1557,"full01","PPM","","{-1}","{1}","{r1p_c}","{r5p_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
1558,"full01","PPM","","{-1}","{1}","{r1p_c}","{r5p_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
1560,"full01","PPM_reverse","","{-1}","{1}","{r5p_c}","{r1p_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
1561,"full01","PPM2","","{-1}","{1}","{2dr1p_c}","{2dr5p_c}","{abcde}","{abcde}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
1562,"full01","PPM2_reverse","","{-1}","{1}","{2dr5p_c}","{2dr1p_c}","{abcde}","{abcde}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
1563,"full01","PTA2","","{-1}","{1}","{ppcoa_c}","{ppap_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
1564,"full01","PUNP1","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1565,"full01","PUNP1","","{-1}","{1,1}","{adn_c}","{ade_c,r1p_c}","{abcdefghij}","{fghij,abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]"
1566,"full01","PUNP1_reverse","","{-1}","{}","{r1p_c}","{}","{abcde}","{""""}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4]]","[]"
1567,"full01","PUNP1_reverse","","{-1,-1}","{1}","{ade_c,r1p_c}","{adn_c}","{abcde,fghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1568,"full01","PUNP3","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1569,"full01","PUNP3","","{-1}","{1,1}","{gsn_c}","{gua_c,r1p_c}","{abcdefghij}","{fghij,abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]"
1570,"full01","PUNP3_reverse","","{-1}","{}","{r1p_c}","{}","{abcde}","{""""}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4]]","[]"
1571,"full01","PUNP3_reverse","","{-1,-1}","{1}","{gua_c,r1p_c}","{gsn_c}","{abcde,fghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1572,"full01","PUNP5","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
1573,"full01","PUNP5","","{-1}","{1,1}","{ins_c}","{hxan_c,r1p_c}","{abcdefghij}","{fghij,abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]"
1574,"full01","PUNP5_reverse","","{-1}","{}","{r1p_c}","{}","{abcde}","{""""}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4]]","[]"
1575,"full01","PUNP5_reverse","","{-1,-1}","{1}","{hxan_c,r1p_c}","{ins_c}","{abcde,fghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
