"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype"
330,177,,"dAMP",-55.3,-10,-26.7,-11.5,,,"-",4,65000,"C10H13N5O6P-","","H3O7P2-","di-phosphate","damp","","Da","Da","Da","count","volts","volts","volts","volts","volts","damp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",330.0603447,,"tuning"
308,112,,"dCMP",45.7,10,13.1,14.7,,,"+",,190000,"C9H15N3O7P+","Bajad 2006","C4H6N3O+","","dcmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp",5000,1,"",f,f,"","",308.0647614,,"tuning"
444,110,,"GDP",36.4,10,85.7,16.7,,,"+",,310000,"C10H16N5O11P2+","","","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",f,f,"","",444.0321544,,"tuning"
808,408,,"Acetyl-CoA",0,0,0,0,,,"-",,,"C23H37N7O17P3S-","Beuscher 2010","","Loss of ADP","accoa","","Da","Da","Da","count","volts","volts","volts","volts","volts","accoa",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,t,t,t,t,t,t}",808.117948,,"tuning"
256.935,42,,"5-Aminoimidazole-4-carboxamide riboside",-100,-10,-68,-7,,,"-",2,,"C9H13N4O5-","","CNO-","","AICAr","17513","Da","Da","Da","count","volts","volts","volts","volts","volts","AICAr",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","",257.0885945,,"tuning"
344,133,,"3',5'-Cyclic GMP",-30,-11,-49,-8.3,,,"-",3,350000,"C10H11N5O7P-","","C5HN4O-","[Guanine-NH3]-","35cgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","35cgmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",344.0396092,,"tuning"
115,43,,"3-Methyl-2-oxobutanoate",-95,-10,-28.3,-4.8,,,"-",2,27000,"C5H7O3-","","C3H7-","","3mob","","Da","Da","Da","count","volts","volts","volts","volts","volts","3mob",5000,1,"",f,f,"","",115.0395191,,"tuning"
115,71,,"3-Methyl-2-oxobutanoate",-42.1,-10,-11.6,-8.9,,,"-",3,25000,"C5H7O3-","","C4H7O-","","3mob","","Da","Da","Da","count","volts","volts","volts","volts","volts","3mob",5000,1,"",f,f,"","",115.0395191,,"tuning"
115,87,,"3-Methyl-2-oxobutanoate",-46,-10,-10.8,-10.8,,,"-",1,79000,"C5H7O3-","","C3H3O3-","","3mob","","Da","Da","Da","count","volts","volts","volts","volts","volts","3mob",5000,1,"",f,f,"","",115.0395191,,"tuning"
117,81,,"3-Methyl-2-oxobutanoate",41.8,10,19,10.6,,,"+",2,84000,"C5H9O3+","","","","3mob","","Da","Da","Da","count","volts","volts","volts","volts","volts","3mob",5000,1,"",f,f,"","",117.0551692,,"tuning"
117,99,,"3-Methyl-2-oxobutanoate",40,10,8,12.1,,,"+",1,200000,"C5H9O3+","","","","3mob","","Da","Da","Da","count","volts","volts","volts","volts","volts","3mob",5000,1,"",f,f,"","",117.0551692,,"tuning"
185,43,,"3-Phospho-D-glycerate",-13,-10,-31.3,-5,,,"-",4,35000,"C3H6O7P-","","","","3pg","","Da","Da","Da","count","volts","volts","volts","volts","volts","3pg",5000,1,"",f,f,"","",184.9851141,,"tuning"
128,82,,"5-Oxoproline",-61.3,-10,-16.8,-10.2,,1,"-",1,61000,"C5H6NO3-","","C4H4NO-","","5oxpro","","Da","Da","Da","count","volts","volts","volts","volts","volts","5oxpro",5000,1,"",t,t,"","",128.0347681,,"tuning"
128,84,,"5-Oxoproline",-64,-10,-15.7,-8.8,,2,"-",2,15000,"C5H6NO3-","","C4H6NO-","","5oxpro","","Da","Da","Da","count","volts","volts","volts","volts","volts","5oxpro",5000,1,"",t,f,"","",128.0347681,,"tuning"
275,97,,"6-Phospho-D-gluconate",-56.4,-10,-22,-5.24,,1,"-",2,400000,"C6H12O10P-","Bajad 2006","H2O4P-","","6pgc","","Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc",10000,1,"",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",275.0168081,,"tuning"
275,207,,"6-Phospho-D-gluconate",-52.2,-10,-16.4,-14,,2,"-",3,190000,"C6H12O10P-","","C6H8O6P-","","6pgc","","Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc",5000,1,"",f,f,"{t,t,t,t,t,t}","{t,t,t,t,t,t}",275.0168081,,"tuning"
185,79,,"3-Phospho-D-glycerate",-35.8,-10,-50,-9.05,,,"-",2,85000,"C3H6O7P-","Luo 2007","O3P-","","3pg","","Da","Da","Da","count","volts","volts","volts","volts","volts","3pg",5000,1,"",f,f,"","",184.9851141,,"tuning"
185,97,,"3-Phospho-D-glycerate",-34.1,-10,-20.9,-5.8,,,"-",3,58000,"C3H6O7P-","Bajad 2006","H2O4P-","","3pg","","Da","Da","Da","count","volts","volts","volts","volts","volts","3pg",5000,1,"",f,f,"","",184.9851141,,"tuning"
185,139,,"3-Phospho-D-glycerate",-13.4,-10,-11.9,-4.05,,,"-",1,129000,"C3H6O7P-","","C2H4O5P","","3pg","","Da","Da","Da","count","volts","volts","volts","volts","volts","3pg",5000,1,"",f,f,"","",184.9851141,,"tuning"
506,408,257,"dGTP",-25.7,-10,-32.7,-25.7,,,"-",2,770000,"C10H15N5O13P3-","Coulier 2006","C10H12N5O9P2-","Loss of H3PO4; Loss of guanine","dgtp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgtp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}",505.9879201,,"tuning"
103,35,,"4-Hydroxybutanoate",-48.1,-10,-20.6,-4.9,,,"-",3,41000,"C4H7O3-","","","","4hdxbutn","","Da","Da","Da","count","volts","volts","volts","volts","volts","4hdxbutn",5000,1,"",f,f,"","",103.0395191,,"tuning"
103,57,,"4-Hydroxybutanoate",-43.8,-10,-17.33,-9,,,"-",1,520000,"C4H7O3-","","","","4hdxbutn","","Da","Da","Da","count","volts","volts","volts","volts","volts","4hdxbutn",5000,1,"",f,f,"","",103.0395191,,"tuning"
103,85,,"4-Hydroxybutanoate",-44.4,-10,-14,-10.1,,,"-",2,260000,"C4H7O3-","","","","4hdxbutn","","Da","Da","Da","count","volts","volts","volts","volts","volts","4hdxbutn",5000,1,"",f,f,"","",103.0395191,,"tuning"
129,85,,"4-Methyl-2-oxopentanoate",-35.3,-10,-12,-10.1,,,"-",1,110000,"C6H9O3-","","C5H9O-","","4mop","","Da","Da","Da","count","volts","volts","volts","volts","volts","4mop",5000,1,"",f,f,"","",129.0551692,,"tuning"
129,101,,"4-Methyl-2-oxopentanoate",-44.2,-10,-12,-9.2,,,"-",2,61000,"C6H9O3-","","C4H5O3-","","4mop","","Da","Da","Da","count","volts","volts","volts","volts","volts","4mop",5000,1,"",f,f,"","",129.0551692,,"tuning"
179,59,,"D-Glucose",-76.5,-10,-22.7,-8.8,,,"-",1,490000,"C6H11O6-","Beuscher 2010","C2H3O2-","","glc-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D",5000,1,"",f,f,"","",179.0555631,,"tuning"
135.7,92,,"Adenine",80,10,39,10,,,"+",2,,"C5H6N5+","","","","ade","","Da","Da","Da","count","volts","volts","volts","volts","volts","ade",5000,1,"",f,f,"","",136.0623202,,"tuning"
135,89,,"D-Malate",10,10,11,10,,,"+",1,,"","","","","mal-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","mal-D",5000,1,"",f,f,"","",,,"tuning"
241.977,109,,"Cytidine",-100,-4,-16.1,-5.2,,1,"-",1,,"C9H12N3O5-","","C4H3N3O-","Cytosine","cytd","","Da","Da","Da","count","volts","volts","volts","volts","volts","cytd",5000,1,"",t,t,"","",242.0776955,,"tuning"
346,79,,"AMP",-20,-10,-71.6,-12.9,,2,"-",1,390000,"C10H13N5O7P-","Luo 2007","O3P-","Phosphate","amp","","Da","Da","Da","count","volts","volts","volts","volts","volts","amp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",346.0552593,,"tuning"
346,134,,"AMP",-31.4,-10,-43.9,-15.8,,1,"-",2,75000,"C10H13N5O7P-","Beuscher 2010","C5H4N5-","Adenine","amp","","Da","Da","Da","count","volts","volts","volts","volts","volts","amp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",346.0552593,,"tuning"
131,95,,"L-Asparagine",-51,-10,-17.1,-11.3,,2,"-",2,110000,"C4H7N2O3-","Beuscher 2010","C4H47-temp","Must have 4 carbons","asn-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L",5000,1,"",t,f,"{t,t,t,t}","{t,t,t,t}",131.0456671,,"tuning"
131,114,,"L-Asparagine",-89.7,-10,-16.1,-7,,1,"-",1,510000,"C4H7N2O3-","","C4H4NO3-","","asn-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L",5000,1,"",t,t,"{t,t,t,t}","{t,t,t,t}",131.0456671,,"tuning"
132,88,,"L-Aspartate",-40.5,-10,-18.2,-9.2,,1,"-",1,70000,"C4H6NO4-","Bajad 2006","C3H6NO2-","","asp-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asp-L",5000,1,"",t,t,"{t,t,t}","{t,t,f}",132.0296827,,"tuning"
132,115,,"L-Aspartate",-65.8,-10,-16.9,-5.9,,2,"-",2,20000,"C4H6NO4-","","C4H3O4-","","asp-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asp-L",5000,1,"",t,f,"{t,t,t}","{t,t,t}",132.0296827,,"tuning"
506,159,,"ATP",-183,-14,-56,-49,,2,"-",1,4200000,"C10H15N5O13P3-","Beuscher 2010","HO6P2-","PPi","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",505.9879201,,"tuning"
243,42,,"Biotin",-57.7,-10,-55.3,-6.8,,1,"-",1,240000,"C10H15N2O3S-","","CNO-","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn",5000,1,"",t,t,"","",243.080338,,"tuning"
328,134,,"cAMP",-50,-7.2,-32.8,-9,,1,"-",1,680000,"C10H11N5O6P-","Bajad 2006 / Beuscher 2010","C5H4N5-","Adenine","camp","","Da","Da","Da","count","volts","volts","volts","volts","volts","camp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",328.0446946,,"tuning"
410,79,,"dADP",-54,-10,-85.1,-9,,1,"-",1,65000,"C10H14N5O9P2-","","O3P-","","dadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dadp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",410.0266751,,"tuning"
307,79,,"dUMP",-40.5,-10,-78,-9.1,,1,"-",1,650000,"C9H12N2O8P-","","O3P-","","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",307.0331269,,"tuning"
307,195,,"dUMP",-52.5,-10,-22.7,-12.9,,2,"-",2,500000,"C9H12N2O8P-","Bajad 2006 / Beuscher 2010","C5H8O6P-","Loss of Uracil (or loss of phosphate C8H7N2O4-)","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}",307.0331269,,"tuning"
168,107,,"N(pai)-Methyl-L-histidine",-92.2,-10,-22.6,-9.1,,,"-",3,,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
467,159,,"dUTP",-31.7,-10,-104.3,-9.9,,1,"-",3,69000,"C9H14N2O14P3-","Bajad 2006","HO6P2-","","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",466.9657877,,"tuning"
467,177,,"dUTP",-26,-10,-68.9,-9.3,,2,"-",1,130000,"C9H14N2O14P3-","","C8H5N203-","Loss of phosphate (or H307P2- disphosphate)","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,f,t,t,t,t}",466.9657877,,"tuning"
784,79,,"FAD",-20,-10,-128.2,-9,,2,"-",1,110000,"C27H32N9O15P2-","","O3P-","","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad",5000,1,"",t,f,"","",784.1493094,,"tuning"
784,437,,"FAD",-20,-10,-41.3,-9,,1,"-",2,93000,"C27H32N9O15P2-","Beuscher 2010","C17H18N4O8P-","Riboflavin","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad",5000,1,"",t,t,"","",784.1493094,,"tuning"
339,79,,"D-Fructose 1,6-bisphosphate",-37.8,-10,-73.6,-6.5,,1,"-",5,88000,"C6H13O12P2-","","O3P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",338.9882239,,"tuning"
339,241,,"D-Fructose 1,6-bisphosphate",-42.6,-10,-21.8,-12.1,,2,"-",6,13000,"C6H13O12P2-","","C6H10O8P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"",t,f,"{t,t,t,t,t,t}","{t,t,t,t,t,t}",338.9882239,,"tuning"
259,79,,"D-Glucose 6-phosphate",-52.8,-10,-69.8,-9.2,,2,"-",2,750000,"C6H12O9P-","Luo 2007","O3P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",5000,1,"",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",259.0218935,,"tuning"
259,199,,"D-Glucose 6-phosphate",-58,-10,-15.7,-12,,1,"-",4,88000,"C6H12O9P-","","C4H8O7P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",5000,1,"",t,t,"{t,t,t,t,t,t}","{f,f,t,t,t,t}",259.0218935,,"tuning"
258,79,,"D-Glucosamine 6-phosphate",-54.3,-10,-63,-9.2,,1,"-",1,390000,"C6H13NO8P-","Beuscher 2010","O3P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",258.0378779,,"tuning"
175,116,,"L-Arginine",36,10,17.9,8,,,"+",,870000,"C6H15N4O2+","","","","arg-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","arg-L",5000,1,"",f,f,"","",175.1195007,,"tuning"
258,97,,"D-Glucosamine 6-phosphate",-53.9,-10,-23.4,-5.4,,2,"-",2,320000,"C6H13NO8P-","","H2O4P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"",t,f,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",258.0378779,,"tuning"
442,79,,"GDP",-35.4,-10,-75.9,-13.4,,1,"-",1,4300000,"C10H14N5O11P2-","","O3P-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",442.0165043,,"tuning"
442,159,,"GDP",-24.8,-10,-36.6,-11.4,,3,"-",2,2900000,"C10H14N5O11P2-","Bajad 2006","HO6P2-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",442.0165043,,"tuning"
442,344,,"GDP",-33.4,-10,-26.7,-18.8,,2,"-",3,2400000,"C10H14N5O11P2-","Beuscher 2010","C10H11N5O7P-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}",442.0165043,,"tuning"
466,368,,"dCTP",-143,-10,-34.6,-7,,2,"-",,,"C9H15N3O13P3-","Beuscher 2010","C9H12N3O9P2-","Loss of phosphate (79); loss of hydroxide (17); Loss of H2 (2); total (98)","dctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dctp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}",465.9817721,,"tuning"
173,131,,"L-Arginine",-125.3,-10,-19.1,-6.9,,1,"-",1,,"C6H13N4O2-","Bajad 2006 / Beuscher 2010","C5H11N2O2-","","arg-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","arg-L",5000,1,"",t,t,"","",173.1038507,,"tuning"
306,272,,"Reduced glutathione",-40.7,-10,-18,-19.6,,2,"-",2,240000,"C10H16N3O6S-","","C10H14N3O6-","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",5000,1,"",t,f,"","",306.075981,,"tuning"
243,200,,"Biotin",-67.5,-10,-21.6,-12,,2,"-",2,230000,"C10H15N2O3S-","","C9H14NO2S-","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn",5000,1,"",t,f,"","",243.080338,,"tuning"
191,111,,"Citrate",-47.7,-10,-19.1,-6.8,,1,"-",2,650000,"C6H7O7-","Bajad 2006 / Luo 2007 / Beuscher 2010","C5H3O3-","","cit","","Da","Da","Da","count","volts","volts","volts","volts","volts","cit",10000,1,"",t,t,"{t,t,t,t,t,t}","{t,t,t,t,t,f}",191.0191776,,"tuning"
154,93,,"L-Histidine",-57.6,-10,-22.8,-9,,2,"-",1,70000,"C6H8N3O2-","","C5H5N2-","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L",5000,1,"",t,f,"","",154.0616515,,"tuning"
154,137,,"L-Histidine",-56.7,-10,-18.8,-14.8,,1,"-",2,42000,"C6H8N3O2-","","C6H5N2O2-","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L",5000,1,"",t,t,"","",154.0616515,,"tuning"
490,79,,"dATP",-40.2,-10,-94,-9.2,,2,"-",2,2400000,"C10H15N5O12P3-","","O3P-","","datp","","Da","Da","Da","count","volts","volts","volts","volts","volts","datp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",489.9930055,,"tuning"
490,159,,"dATP",-25.5,-10,-34.3,-9.2,,1,"-",1,2000000,"C10H15N5O12P3-","Bajad 2006","HO6P2-","","datp","","Da","Da","Da","count","volts","volts","volts","volts","volts","datp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",489.9930055,,"tuning"
347,79,,"IMP",-24.4,-10,-81.9,-9.2,,3,"-",1,500000,"C10H12N4O8P-","","O3P-","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",347.0392749,,"tuning"
347,97,,"IMP",-29.4,-10,-26.8,-11.1,,2,"-",2,170000,"C10H12N4O8P-","","H2O4P-","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",347.0392749,,"tuning"
347,135,,"IMP",-37.9,-10,-41.6,-7.2,,1,"-",3,110000,"C10H12N4O8P-","","C5H3N4O-","Hypoxanthine","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",347.0392749,,"tuning"
507,79,,"ITP",-46,-10,-106,-9.1,,2,"-",1,1900000,"C10H14N4O14P3-","","O3P-","","itp","","Da","Da","Da","count","volts","volts","volts","volts","volts","itp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",506.9719357,,"tuning"
306,195,,"dCMP",-49.4,-10,-23.4,-12.9,,1,"-",2,110000,"C9H13N3O7P-","","C5H8O6P-","deoxyribose","dcmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}",306.0491113,,"tuning"
135,65,,"Hypoxanthine",-62,-6,-20,-4,,2,"-",2,,"C5H3N4O-","","C3HN2+","?","hxan","","Da","Da","Da","count","volts","volts","volts","volts","volts","hxan",5000,1,"",f,f,"","",135.0306857,,"tuning"
346,79,,"dGMP",-22,-10,-76.9,-9.1,,2,"-",2,340000,"C10H13N5O7P-","","O3P-","","dgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",346.0552593,,"tuning"
346,133,,"dGMP",-53.7,-10,-58.7,-3.9,,1,"-",1,200000,"C10H13N5O7P-","Beuscher 2010","C5H9O4","Loss of guanine and O3P-, and addition of H2O","dgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f,f}",346.0552593,,"tuning"
331,79,,"dIMP",-20,-10,-65,-9,,2,"-",2,530000,"C10H12N4O7P-","","O3P-","","dimp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dimp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",331.0443603,,"tuning"
331,135,,"dIMP",-29.9,-10,-30.9,-7.1,,1,"-",3,340000,"C10H12N4O7P-","","C5H3N4O-","Hypoxanthine","dimp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dimp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",331.0443603,,"tuning"
507,409,,"ITP",-47,-10,-29.7,-12.4,,1,"-",2,830000,"C10H14N4O14P3-","Bajad 2006","C10H11N4O10P2-","","itp","","Da","Da","Da","count","volts","volts","volts","volts","volts","itp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}",506.9719357,,"tuning"
89,43,,"L-Lactate",-53.9,-10,-16,-5.3,,1,"-",1,125000,"C3H5O3-","Beuscher 2010","C2H3O-","","lac-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","lac-L",10000,1,"",t,t,"{t,t,t}","{f,t,t}",89.02386903,,"tuning"
89,45,,"L-Lactate",-48.2,-10,-14.1,-5.1,,2,"-",2,21000,"C3H5O3-","","CHO2-","","lac-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","lac-L",5000,1,"",t,f,"{t,t,t}","{t,f,f}",89.02386903,,"tuning"
239,103,,"L-Cystine",-51.3,-10,-16.2,-5.6,,2,"-",2,310000,"C6H11N2O4S2-","","C3H3O2S-","","Lcystin","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin",5000,1,"",f,f,"","",239.0160232,,"tuning"
563,321,,"dTDPglucose",-20,-10,-33.6,-23.1,,1,"-",1,600000,"C16H25N2O16P2-","","C10H14N2O8P-","C6H11O11P2-","dtdpglu","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtdpglu",5000,1,"",t,t,"","",563.0679308,,"tuning"
481,79,,"dTTP",-28,-10,-104,-9.1,,1,"-",1,2000000,"C10H16N2O14P3-","","O3P-","","dttp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dttp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",480.9814378,,"tuning"
481,383,,"dTTP",-26.5,-10,-29.6,-10.2,,2,"-",3,600000,"C10H16N2O14P3-","","C10H13N2O10P2-","Could potentially be C9H9N2O11P2- (loss of a methyl from thymine instead of loss of hydroxide from thymidine)","dttp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dttp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}",480.9814378,,"tuning"
75,47,,"Glycolate",-63,-6.2,-14,-4.5,,1,"-",1,2000,"C2H3O3-","","CH3O2-","","glyclt","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyclt",5000,1,"",t,t,"{t,t}","{t,f}",75.00821896,,"tuning"
362,79,,"GMP",-26.2,-10,-77.9,-10.9,,1,"-",1,440000,"C10H13N5O8P-","Beuscher 2010","O3P-","","gmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gmp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",362.0501739,,"tuning"
362,97,,"GMP",-40.2,-10,-42.1,-4.9,,2,"-",2,48000,"C10H13N5O8P-","","H2O4P-","","gmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gmp",5000,1,"",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",362.0501739,,"tuning"
306,143,,"Reduced glutathione",-43.6,-10,-24.9,-8.6,,1,"-",1,370000,"C10H16N3O6S-","","C5H7N2O3-","Could also be C4H3N2O2S-","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",5000,1,"",t,t,"","",306.075981,,"tuning"
522,79,,"GTP",-23.5,-10,-138.1,-33.3,,1,"-",1,160000,"C10H15N5O14P3-","","O3P-","","gtp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gtp",5000,1,"",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",521.9828347,,"tuning"
148,47,,"L-Methionine",-80.1,-10,-28.2,-6.3,,1,"-",1,40000,"C5H10NO2S-","","CH3S-","","met-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","met-L",5000,1,"",t,t,"{t,t,t,t,t}","{f,f,f,f,t}",148.0432243,,"tuning"
131,45,,"Oxaloacetate",-132,-10,-31.2,-7,,2,"-",2,13000,"C4H3O5-","","CHO2-","","oaa","","Da","Da","Da","count","volts","volts","volts","volts","volts","oaa",5000,1,"",f,f,"{t,t,t,t}","{f,f,f,t}",130.9980482,,"tuning"
131,87,,"Oxaloacetate",-47,-9,-12.8,-13,,1,"-",1,60000,"C4H3O5-","Bajad 2006","C3H3O3-","","oaa","","Da","Da","Da","count","volts","volts","volts","volts","volts","oaa",5000,1,"",t,t,"{t,t,t,t}","{f,t,t,t}",130.9980482,,"tuning"
